-1.166;-0.4085;0.6876;-0.64377;0.015992;2.4305;-0.55464;0.14577;-0.3041;-1.9151;-0.031096;-2.2669;1.5419;0.74233;-1.5307;-0.64558
-0.062263;1.4174;2.0126;0.97327;-0.69717;0.98042;0.31556;1.3655;0.36941;-0.066786;0.42557;-0.069596;0.39096;-0.7503;-0.24447;1.5631
-0.70748;-0.065487;-2.6718;1.0531;-1.8162;0.47634;3.7624;-0.53293;-0.067793;-0.26485;-0.2672;0.72598;-1.3485;1.2449;0.68134;-1.1627
-0.85362;0.0079062;1.5965;0.7553;-1.4804;-0.68544;0.6433;1.3774;0.8041;-1.4279;-0.20292;-0.58058;2.2555;-1.3268;-2.3275;1.2751
-1.0686;-0.74543;2.0791;-0.17346;-1.7816;1.9911;1.6734;1.5863;-0.60246;-0.65048;-0.23337;-1.2379;0.23496;-0.19652;0.90912;-1.4213
1.128;1.1508;2.2282;0.16147;2.2531;0.18969;-1.3949;1.2366;-0.25887;-0.45116;-0.57546;0.90581;0.51108;-1.9676;0.15189;2.2858
0.01795;1.5835;1.8018;-0.38751;-0.28916;1.0842;0.83673;0.97996;0.021965;-0.67767;-0.061237;-0.94115;-0.70548;-1.86;0.62046;0.97795
1.129;-0.14049;0.33844;-0.58399;1.8408;-0.10524;-1.5607;1.0014;-1.1572;-0.71322;0.93234;-0.63334;0.53116;0.71948;-0.13049;0.61824
-0.10669;0.40406;-0.35451;-0.46189;1.0687;0.043975;-0.36961;0.27012;-0.030728;0.50465;0.96575;-0.78787;0.74133;-0.45828;-0.049379;1.081
0.2204;-0.35161;-0.25189;0.25331;0.4574;2.3335;-1.183;-1;-0.040442;-1.2233;-0.37536;-2.576;2.6428;-0.53242;-2.4138;-0.33958
