-0.66059;-0.61769;0.47459;0.56258;0.67122;0.33387;-0.52497;0.29118;-0.38932;-1.321;0.22368;0.3697;0.78458;-0.68616;2.0843;1.3496
0.050728;-0.0092498;1.5795;-0.59985;-1.2944;-1.2826;0.65451;-1.8371;-0.18688;0.83261;0.033217;0.19452;0.5338;-0.42377;-0.20368;-0.49809
-0.5402;-0.73329;1.0998;-0.0076496;-1.6842;-1.228;0.8093;-1.7842;-0.86141;1.0461;-1.0131;0.27701;1.2864;-0.08378;0.77975;0.53311
0.94048;0.59725;-0.20423;0.079805;-0.20371;0.174;-0.6219;-0.00099289;0.22029;0.47703;-0.19793;0.2077;0.006451;-0.13848;-0.47501;0.34034
0.80713;1.1323;0.85879;-0.55498;-0.81632;0.60398;-0.76675;0.76729;-0.77945;-0.75713;-0.2219;-0.66158;0.20316;0.017933;0.33106;-0.84884
-0.25611;0.060367;-1.0038;1.7859;0.15336;0.038455;1.9074;-0.51766;0.083172;0.30618;-1.0871;-1.4361;-0.90443;0.43048;0.27167;0.072432
-0.0358;-0.20871;-1.9211;-0.3888;0.77726;1.8531;-1.1175;2.1802;0.17229;-0.38119;-0.27376;0.17222;0.86666;0.26082;-2.3274;0.36408
-0.93767;0.37506;-1.1034;-0.20308;1.1879;-0.045653;-1.7128;0.81418;-0.46584;0.9237;0.59657;0.64484;0.60046;-0.15017;-1.0584;1.0108
0.47469;0.43379;-0.31218;-0.61081;0.9148;0.35007;0.36708;-0.08976;-0.3754;0.90438;-0.96143;0.36657;0.42134;1.0678;-1.2398;-0.6765
-0.87861;0.94413;0.81122;-0.74059;-1.0377;0.2142;2.5826;-0.78326;0.52641;0.51943;-1.0808;-1.3786;-0.7645;1.0772;0.47561;-0.1372
